"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"SRI SARVARAYA SUGARS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0077213
"SRI SARVARAYA SUGARS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0045
"SRI SARVARAYA SUGARS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0028049
"SARADA PROJECTS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Vocational skills",0.13
"PATRA INDIA BPO SERVICES PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.03072
"SEQUENT SCIENTIFIC LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0189787
"LAURUS LABS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,2.83
"LAURUS LABS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.02
"SYNERGIES CASTINGS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.2588684
"CCL PRODUCTS (INDIA) LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,1.081133
"BLUE STAR LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Vocational skills",0.038
"BLUE STAR LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Vocational skills",0.0465
"BLUE STAR LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.171227
"BLUE STAR LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0434148
"KHARGONE TRANSMISSION LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0088972
"LAURUS SYNTHESIS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.384309976
"TATA STEEL DOWNSTREAM PRODUCTS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.015
"TATA STEEL DOWNSTREAM PRODUCTS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0672
"ALIVIRA ANIMAL HEALTH LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.00655
"JOYALUKKAS INDIA LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.213572
"JOYALUKKAS INDIA LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.00925
"ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.7384
"ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0107
"RANKERS INTERNATIONAL PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Vocational skills",0.01
"HYUNDAI MATERIALS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0731453
"HYUNDAI MATERIALS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0308
"ZUARI CEMENT LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.531
"THE ANDHRA SUGARS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.335
"THERMO FISHER SCIENTIFIC INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.2832901
"FIRSTSOURCE SOLUTIONS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.00995
"SMFG INDIA CREDIT COMPANY LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Livelihood enhancement projects",0.0484905
"VNG TECHNOLOGY PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Special education",0.3
"GRAVITA INDIA LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0010363
"E.I.D PARRY (INDIA) LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.023085
"E.I.D PARRY (INDIA) LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0858221
"AQUARELLE INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0281
"ADANI SOLAR ENERGY AP SIX PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0256
"ADANI SOLAR ENERGY AP SIX PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.047
"VISAKHA PHARMACITY LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.04
"VISAKHA PHARMACITY LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.03
"VISAKHA PHARMACITY LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.15
"VISAKHA PHARMACITY LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.025
"CMR TEXTILES & JEWELLERS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0025
"CMR TEXTILES & JEWELLERS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.1
"CHANDANA BROTHERS MULTI COMPLEX PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.01
"CHANDANA BROTHERS MULTI COMPLEX PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.01
"SAPTAGIR CAMPHOR PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.035
"CSG SYSTEMS INTERNATIONAL (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0102544
"CSG SYSTEMS INTERNATIONAL (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.01
"CSG SYSTEMS INTERNATIONAL (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0113672
"PARKSONS PACKAGING LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.185614
"INFOSYS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.7325
"JSW CEMENT LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Livelihood enhancement projects",0.244
"JSW CEMENT LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.4937
"SAMSUNG R&D INSTITUTE INDIA - BANGALORE PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.2066015
"SOMANY CERAMICS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.4025093
"RAJKOT (GUJARAT) SOLAR ENERGY PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0375
"SOUTH ASIA LPG COMPANY PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.018
"ITS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Special education",0.052
"ITS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Special education",0.063
"RAMKY INFRASTRUCTURE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.1767
"RAMKY INFRASTRUCTURE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.46
"RAMKY INFRASTRUCTURE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.1
"RAMKY INFRASTRUCTURE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.005
"RAMKY INFRASTRUCTURE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.02
"VERVE MOBILE PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0812568
"FCML DISTRIBUTORS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.025
"FCML DISTRIBUTORS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.025
"FCML DISTRIBUTORS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.02
"ADITYA BIRLA FASHION AND RETAIL LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.1122008
"ADITYA BIRLA FASHION AND RETAIL LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Livelihood enhancement projects",0.02
"VIJAYASRI ORGANICS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.109215
"UNIMED HEALTH CARE PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.08
"UNIMED HEALTH CARE PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.45
"UNIMED HEALTH CARE PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.5
"VIDYA WIRES LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Livelihood enhancement projects",0.4
"SHREENATH SMART TECHNOLOGIES PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0251
"ASTROTECH STEELS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.02
"ASTROTECH STEELS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.05
"ODYSSEY TECHNOLOGIES LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.01936
"CLEAN WIND POWER (SATARA) PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0533498
"MYTHRI INFRASTRUCTURE AND MINING INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0458153
"MYTHRI INFRASTRUCTURE AND MINING INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.018
"MYTHRI INFRASTRUCTURE AND MINING INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.05
"MYTHRI INFRASTRUCTURE AND MINING INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0348
"VIZAG HOSPITAL AND CANCER RESEARCH CENTRE PVT LTD","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0193261
"VIZAG HOSPITAL AND CANCER RESEARCH CENTRE PVT LTD","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0025
"VIZAG HOSPITAL AND CANCER RESEARCH CENTRE PVT LTD","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.01
"VIZAG HOSPITAL AND CANCER RESEARCH CENTRE PVT LTD","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.02
"SRI KRISHNA PHARMACEUTICALS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0225
"SWARNA TOLLWAY PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.5845195
"SWARNA TOLLWAY PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.9392285
"SWARNA TOLLWAY PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.3279406
"GLAND PHARMA LTD","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,3.883
"NORD ANGLIA EDUCATION INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.1161236
"NORD ANGLIA EDUCATION INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.047
"DANO VACCINES AND BIOLOGICALS PVT LTD","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.062716
"DANO VACCINES AND BIOLOGICALS PVT LTD","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.007532
"DANO VACCINES AND BIOLOGICALS PVT LTD","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.03251
"DANO VACCINES AND BIOLOGICALS PVT LTD","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0095599
"AMPIN ENERGY TRANSITION PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.17567
"STEEL EXCHANGE INDIA LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.151255
"ADANI HARBOUR SERVICES LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,6.3044
"HYMA SYNTHESIS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.1101996
"RNSE-TRONICS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.142
"UNIPARTS INDIA LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.1169181
"MERLINHAWK AEROSPACE PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.116
"RKEC PROJECTS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.184965
"RKEC PROJECTS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0420375
"RKEC PROJECTS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.1036925
"RKEC PROJECTS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.028025
"RKEC PROJECTS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.1
"DIVI'S LABORATORIES LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.14
"DIVI'S LABORATORIES LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Special education",0.1344225
"DIVI'S LABORATORIES LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Livelihood enhancement projects",0.6605797
"AISAN AUTO PARTS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0236
"AMBUJA CEMENTS LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,2.34
"PHARMERIT INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Vocational skills",0.0211155
"RSM DELIVERY CENTER (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.28
"BIOSYSTEMS DIAGNOSTICS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Vocational skills",0.0625
"JINDAL SAW LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.04158
"MAHIDHARA CHEMICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.035
"MAHIDHARA CHEMICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.01
"SRI LALITHA ENTERPRISES INDUSTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.7961506
"DOLPHIN HOTELS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.1
"DIVYASHAKTI LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood","Livelihood enhancement projects",0.00525
"VENKATA DHARMA POULTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0211
"VENKATA DHARMA POULTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.01
"VENKATA DHARMA POULTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.003
"PREMIER TOBACCO PACKERS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.42
"EZE CASTLE INTEGRATION INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0444885
"SAI SILKS (KALAMANDIR) LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.14
"GAJAVELLI SPINNING MILLS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.038
"LM AUTOTECH PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.05
"LM AUTOTECH PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.05
"LM AUTOTECH PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0405
"LM AUTOTECH PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.06
"CENTURY FLOUR MILLS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.1
"VIRINCHI PUBLISHERS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.117990809
"SARITA HANDA EXPORTS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.1
"KANTI SWEETS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0509996
"HINDUJA NATIONAL POWER CORPORATION LTD","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.2250126
"HINDUJA NATIONAL POWER CORPORATION LTD","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.0003623
"SRI ANANTHA LAKSHMI SPINNING MILLS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.06
"SRI ANANTHA LAKSHMI SPINNING MILLS PRIVATE LIMITED","FY 2023-24",Non-PSU,"Andhra Pradesh","Education, Differently Abled, Livelihood",Education,0.05
